name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata
CINEMA CINEMARK,Cinema Cinemark,ChIJF2JHl2TzXpMRImBn2iboJu0,AVENIDA PERIMETRAL NORTE  8303 ÁREA B - JARDIM DIAMANTINA  GOIÂNIA - GO  74445-360  BRASIL,Goiânia,,GO,BR,74445-360,-16.6305656,-49.2779893,Entertainment,,5,bigquery,
CENTERPLEX - SHOPPING CARPINA,Centerplex - Shopping Carpina,ChIJF8XwXq6hqwcRa-56cFAuxxM,PE-041  KM 02 - BAIRRO NOVO  CARPINA - PE  55819-900  BRASIL,Carpina,,PE,BR,55819-900,-7.8357377,-35.2260399,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINE ARAÚJO,Cine Araújo,ChIJFfr-Im3UvQARmu9N40SBrF0,R. DR. SILVIO BASTOS TAVARES  330 - LOJA 106 - PARQUE DOS RODOVIÁRIOS  CAMPOS DOS GOYTACAZES - RJ  28051-250  BRASIL,Campos dos Goytacazes,,RJ,BR,28051-250,-21.7541485,-41.3492198,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEPOLIS - ITAQUA GARDEN SHOPPING,Cinepolis - Itaqua Garden Shopping,ChIJFws914B8zpQRtL6-eCXzYuU,ITAQUÁ PARK SHOPPING - ESTR. MUN. DO MANDI  1205 - MANDI  ITAQUAQUECETUBA - SP  08598-730  BRASIL,Itaquaquecetuba,,SP,BR,08598-730,-23.4753767,-46.3263203,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX VIA PARQUE,Kinoplex Via Parque,ChIJG4ySFSzamwARbgHMy2H7hk0,2º ANDAR VIA PARQUE SHOPPING  AV. AYRTON SENNA  3000 - BARRA DA TIJUCA  RIO DE JANEIRO - RJ  22775-904  BRASIL,Rio de Janeiro,,RJ,BR,22775-904,-22.9825984,-43.3641999,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINE ARAÚJO,Cinema Cine Araújo,ChIJG8d2JfTR7JQRKIZrzYerH80,AV. SÃO PAULO  743 - CENTRO  MARINGÁ - PR  87030-040  BRASIL,Maringá,,PR,BR,87030-040,-23.4201234,-51.932006,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX RIOSUL,Kinoplex Riosul,ChIJGbC2UPh_mQAR_qbz53NxpWg,AVENIDA LAURO SODRÉ  445 - 401- PARTE DC01 - BOTAFOGO  RIO DE JANEIRO - RJ  22290-070  BRASIL,Rio de Janeiro,,RJ,BR,22290-070,-22.9576084,-43.1770719,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINESYSTEM CINEMAS,Cinesystem Cinemas,ChIJGboHeC0-uAARxzdsNmhFJDA,BOULEVARD SHOPPING END  ROD. DO SOL  5000 - JOCKEY DE ITAPARICA  VILA VELHA - ES  29103-800  BRASIL,Vila Velha,,ES,BR,29103-800,-20.3917296,-40.31841,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX SÃO LUIZ,Kinoplex São Luiz,ChIJH0Zg14Z_mQARIpahevSjHIA,R. DO CATETE  311 - CATETE  RIO DE JANEIRO - RJ  22220-901  BRASIL,Rio de Janeiro,,RJ,BR,22220-901,-22.9307748,-43.17718,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMARK,Cinemark,ChIJH6ZisJdYzpQRSrZL-nBTyOg,PISO SUPERIOR - AV. OTTO BAUMGART  500 - LOJA 320 - VILA GUILHERME  SÃO PAULO - SP  02049-000  BRASIL,São Paulo,,SP,BR,02049-000,-23.5142421,-46.6152343,"movie_theater,point_of_interest,establishment",,5,bigquery,
MOVIEMAX ROSA E SILVA,Moviemax Rosa E Silva,ChIJHTLM4PgYqwcR5X9LBSJADIY,AV. CONSELHEIRO ROSA E SILVA  1460 - AFLITOS  RECIFE - PE  52050-020  BRASIL,Recife,,PE,BR,52050-020,-8.0387767,-34.8997435,"movie_theater,point_of_interest,establishment",,5,bigquery,
PARTAGE NORTE SHOPPING NATAL,Partage Norte Shopping Natal,ChIJHVwXhESqswcRMbEfN9HNUHw,AV. DR. JOÃO MEDEIROS FILHO  2395 - POTENGI  NATAL - RN  59110-200  BRASIL,Natal,,RN,BR,59110-200,-5.7576551,-35.2471069,"shopping_mall,department_store,beauty_salon,book_store,movie_theater,gym,restaurant,food,hair_care,point_of_interest,clothing_store,store,health,establishment",,5,bigquery,
KINOPLEX SHOPPING LEBLON,Kinoplex Shopping Leblon,ChIJHddaBazVmwARnWHp0EJYARg,AV. AFRÂNIO DE MELO FRANCO  290 - LJ. 401 - LEBLON  RIO DE JANEIRO - RJ  22430-060  BRASIL,Rio de Janeiro,,RJ,BR,22430-060,-22.9820906,-43.2172502,"movie_theater,point_of_interest,establishment",,5,bigquery,
SHOPPING VIACATARINA,Shopping Viacatarina,ChIJHz8aEKU1J5URpCuuR35R3lE,AV. ATÍLIO PEDRO PAGANI  270 - PASSA VINTE  PALHOÇA - SC  88132-149  BRASIL,Palhoça,,SC,BR,88132-149,-27.6420548,-48.6713825,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
CINE ARAÚJO,Cine Araújo,ChIJI3W5KPsYuAARzG0JjVRq2hc,AV. JOÃO PALÁCIO  300 - EURICO SALLES  SERRA - ES  29160-161  BRASIL,Vitória,,ES,BR,29160-161,-20.2399292,-40.2747764,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJI3dAFbclWpMRnWzQJQj5xqU,SCES  TRECHO 2 CJ. 32 - 1º PAVIMENTO - ASA SUL  BRASÍLIA - DF  70310-500  BRASIL,Brasília,,DF,BR,70310-500,-15.8181082,-47.8748305,Entertainment,,5,bigquery,
CINEMARK,Cinemark,ChIJI9r-1o1YzpQR7YoD4lm6wgQ,AVENIDA CRUZEIRO DO SUL  1100 PISO SUPERIOR - PTE. PEQUENA  SANTANA - SP  03033-020  BRASIL,São Paulo,,SP,BR,03033-020,-23.5214577,-46.6235706,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS RIO DESIGN BARRA,Cinépolis Rio Design Barra,ChIJIXl5QaLbmwARsDSOE7lQYOA,SHOPPING RIO DESIGN - AV. DAS AMÉRICAS  7777 - BARRA DA TIJUCA  RIO DE JANEIRO - RJ  22793-081  BRASIL,Rio de Janeiro,,RJ,BR,22793-081,-23.0010964,-43.3861778,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS - NATAL SHOPPING,Cinépolis - Natal Shopping,ChIJIb5MF3__sgcRBxYg1eGk3AI,AV. SEN. SALGADO FILHO  2234 - LOJA 400 - CANDELÁRIA  NATAL - RN  59064-900  BRASIL,Natal,,RN,BR,59064-900,-5.8419251,-35.2105987,"movie_theater,point_of_interest,establishment",,5,bigquery,
BOULEVARD SHOPPING BAURU,Boulevard Shopping Bauru,ChIJJ-O0_Ltnv5QR3UpohSMGsF4,R. MARCONDES SALGADO  QUADRA 11 - CHÁCARA DAS FLORES  BAURU - SP  17013-113  BRASIL,Bauru,,SP,BR,17013-113,-22.3164844,-49.0662543,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
CINESYSTEM SÃO PAULO SHOPPING MORUMBI TOWN,Cinesystem São Paulo Shopping Morumbi Town,ChIJJ1d4-E9RzpQRMfh6T_o1YJU,AV. GIOVANNI GRONCHI  5930 - PISO 2 - VILA ANDRADE  SÃO PAULO - SP  05724-002  BRASIL,São Paulo,,SP,BR,05724-002,-23.6319444,-46.7375,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS PONTA NEGRA,Cinépolis Ponta Negra,ChIJJ42ECa8RbJIRvKOiuEWBGvU,AV. CORONEL TEIXEIRA  5705 - PONTA NEGRA  MANAUS - AM  69037-000  BRASIL,Manaus,,AM,BR,69037-000,-3.0847834,-60.0724147,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEART,Cineart,ChIJJajkFpi1EZURCl8XrwubMKg,SHOPPING CALÇADÃO  R. ANDRADE NEVES  1934  PELOTAS - RS  96015-280  BRASIL,Pelotas,,RS,BR,96015-280,-31.7667206,-52.3412083,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS PLAZA CARAPICUÍBA,Cinépolis Plaza Carapicuíba,ChIJJxZgVzoAz5QRJBvF7fGSPDE,ESTRADA ERNESTINA VIEIRA  149 LOJA 301 - PISO 3 - VILA SILVIANIA  CARAPICUÍBA - SP  06382-260  BRASIL,Carapicuíba,,SP,BR,06382-260,-23.5531014,-46.8376108,"movie_theater,point_of_interest,establishment",,5,bigquery,
SHOPPING CERRADO,Shopping Cerrado,ChIJJycR2ED0XpMRp2fazwuxnCk,AV. ANHANGUERA  10790 - AEROVIARIO  GOIÂNIA - GO  74435-090  BRASIL,Goiânia,,GO,BR,74435-090,-16.6663008,-49.3084551,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
ANTONIO DO CINEMA,Antonio Do Cinema,ChIJK0tNbySbrgcRGqvCAsbQjeY,RUA PADRE IBIAPINA PREDIO - CENTRO  POCINHOS - PB  58150-000  BRASIL,Pocinhos,,PB,BR,58150-000,-7.0786112,-36.059739,"museum,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS METRÔ ITAQUERA,Cinépolis Metrô Itaquera,ChIJK6HpftpmzpQRg5nGy8aMi0U,AV. JOSÉ PINHEIRO BORGES  390 - CIDADE ANTÔNIO ESTÊVÃO DE CARVALHO  SÃO PAULO - SP  08220-900  BRASIL,São Paulo,,SP,BR,08220-900,-23.5402727,-46.4687481,"movie_theater,point_of_interest,establishment",,5,bigquery,
TEATRO ANTÔNIO FAGUNDES,Teatro Antônio Fagundes,ChIJKV_TWDPamwARad_X_52WJ1w,CENTRO DE EDUCAÇÃO E CULTURA - CEC BARRA - AV. AYRTON SENNA  2541 A - BARRA DA TIJUCA  RIO DE JANEIRO - RJ  20090-001  BRASIL,Rio de Janeiro,,RJ,BR,20090-001,-22.9899889,-43.3670804,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS SHOPPING GUARARAPES,Cinépolis Shopping Guararapes,ChIJL7saaLrhqgcRHv8343t2tvs,SHOPPING GUARARAPES  AV. BARRETO DE MENEZES  800 - PIEDADE  JABOATÃO DOS GUARARAPES - PE  54410-100  BRASIL,Jaboatão dos Guararapes,,PE,BR,54410-100,-8.1666135,-34.9191969,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJLSihJcNezpQRkzDolXjvUrc,RUA GONÇALVES CRESPO  78 S/N  LOJAS 420/421 - TATUAPÉ  SÃO PAULO  03066-030  BRASIL,São Paulo,,SP,BR,03066-030,-23.5390007,-46.5758726,Entertainment,,5,bigquery,
CINEXTREME,Cinextreme,ChIJLVGBsVSlNQcRs_s8mXIsypo,AV. BRASIL  1123  ITAMARAJU - BA  45836-000  BRASIL,Itamaraju,,BA,BR,45836-000,-17.0352783,-39.532894,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJLZNKOKE5WpMRbGNN4Cxg5XU,ST SHI/NORTE  QUADRA CA-04 BLOCO A LOTE A  PISO SUPERIOR  LOJA 162 B - LAGO NORTE  BRASÍLIA - DF  71503-504  BRASIL,Brasília,,DF,BR,71503-504,-15.7212316,-47.8862879,Entertainment,,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJLxLdlT_amwARCAqWmIJR09g,AV. DAS AMÉRICAS  3900 - BARRA DA TIJUCA  RIO DE JANEIRO - RJ  22640-102  BRASIL,Rio de Janeiro,,RJ,BR,22640-102,-22.9983801,-43.3510736,Entertainment,,5,bigquery,
CINEPLEX CINEMAS PRADO BOULEVARD CAMPINAS,Cineplex Cinemas Prado Boulevard Campinas,ChIJMR2ebc_OyJQRW4I5tfOtumY,AV. WASHINGTON LUIZ  2480 - VILA MARIETA  CAMPINAS - SP  13042-105  BRASIL,Campinas,,SP,BR,13042-105,-22.9376823,-47.0495912,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS PARQUE SHOPPING BARUERI,Cinépolis Parque Shopping Barueri,ChIJMx2X64UBz5QR4fMBVXzMV9I,PARQUE BARUERI - R. GEN. DE DIVISÃO PEDRO RODRIGUES DA SILVA  400 - NOVA ALDEINHA  BARUERI - SP  06440-180  BRASIL,Barueri,,SP,BR,06440-180,-23.5156158,-46.855552,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS RIOMAR KENNEDY,Cinépolis Riomar Kennedy,ChIJN8ayI4dJxwcRQDOPQpgVQN8,AV. SGT. HERMÍNIO SAMPAIO  3100 - 3001 - PRES. KENNEDY  FORTALEZA - CE  60320-504  BRASIL,Fortaleza,,CE,BR,60320-504,-3.7260491,-38.5674728,"movie_theater,point_of_interest,establishment",,5,bigquery,
SHOPPING METR ITAQUERA  CINPOLIS BOX ITAQUERA,Shopping Metr Itaquera Cinpolis Box Itaquera,ChIJNa32T9pmzpQRhNmifA5mzXo,CIDADE ANTÔNIO ESTÊVÃO DE CARVALHO  SÃO PAULO - SP  BRASIL,São Paulo,,SP,BR,,-23.5402959,-46.4689976,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX IGUAÇU TOP,Kinoplex Iguaçu Top,ChIJNxVPZKhnmQAR_vz1Dto2ORs,AV. GOV. ROBERTO SILVEIRA  540 - LOJA 401 - CENTRO  NOVA IGUAÇU - RJ  26285-060  BRASIL,Nova Iguaçu,,RJ,BR,26285-060,-22.7527475,-43.4540358,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEFLIX SHOPPING SUL VALPARAÍSO,Cineflix Shopping Sul Valparaíso,ChIJO2uYPWiEWZMRHLA4Z54wr84,BR-040  12 - PARQUE ESPLANADA III  VALPARAÍSO DE GOIÁS - GO  72876-902  BRASIL,Valparaíso de Goiás,,GO,BR,72876-902,-16.0790049,-47.9837092,"movie_theater,point_of_interest,establishment",,5,bigquery,
CAFÉ DE BULE - CASA DE CAFÉ  CULTURA E COMIDA AFETIVA,Café De Bule - Casa De Café Cultura E Comida Afetiva,ChIJOSSGS0JwcwcRBEcVoEw8mqI,R. ANTÔNIO SANTANA FILHO  353 - CENTRO  PETROLINA - PE  56302-300  BRAZIL,Petrolina,,PE,BR,56302-300,-9.3986202,-40.4990268,"cafe,movie_theater,store,point_of_interest,food,establishment",,5,bigquery,
MACAPÁ SHOPPING,Macapá Shopping,ChIJOTjoHAXhYY0Rl1n2cYIbBwE,R. LEOPOLDO MACHADO  2334 - TREM  MACAPÁ - AP  68901-971  BRASIL,Macapá,,AP,BR,68901-971,0.0311847,-51.0630388,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
CINE METHA - GLAUBER ROCHA,Cine Metha - Glauber Rocha,ChIJOU0Keu4EFgcR2Tm3tRtywOQ,PRAÇA CASTRO ALVES  5 - CENTRO  SALVADOR - BA  40020-160  BRASIL,Salvador,,BA,BR,40020-160,-12.9772187,-38.5143266,"movie_theater,point_of_interest,establishment",,5,bigquery,
INSTITUTO ROQUE ARAÚJO DE CINEMA E AUDIOVISUAL/MUSEU DO CINEMA,Instituto Roque Araújo De Cinema E Audiovisual/Museu Do Cinema,ChIJP6PoQGPHFQcR8kxbX2-CWtk,PTE. DOM PEDRO L.  115 - 1  CACHOEIRA - BA  44300-000  BRASIL,Cachoeira,,BA,BR,44300-000,-12.6024758,-38.9678651,"museum,point_of_interest,establishment",,5,bigquery,
KINOPLEX,Kinoplex,ChIJP9VUhZaN9gcR_rKVXJeVgCM,05 GLEBA TRAVESSA  AV. DOS HOLANDESES  200 - LOJA 7 - QUINTAS DO CALHAU  SÃO LUÍS - MA  65071-380  BRASIL,São Luís,,MA,BR,65071-380,-2.489921,-44.26415,"movie_theater,point_of_interest,establishment",,5,bigquery,
TERRAÇO SHOPPING,Terraço Shopping,ChIJPzMFqbsxWpMRGSYc80o9oPg,SHC AOS ENTREQUADRAS 2/8 LOTE 5  OCTOGONAL - SUL  BRASÍLIA - DF  70660-900  BRASIL,Brasília,,DF,BR,70660-900,-15.8035862,-47.9403387,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJQ0ZD9xwbFgcR7OAEtvHZyMo,AV. TANCREDO NEVES  2915 - LOJA 3005 - CAMINHO DAS ÁRVORES  SALVADOR - BA  41820-910  BRASIL,Salvador,,BA,BR,41820-910,-12.9781514,-38.4552146,Entertainment,,5,bigquery,
SHOPPING TRÊS LAGOAS,Shopping Três Lagoas,ChIJQ0ZLLbyZkJQRmQmr8AOxqfo,AV: JAMIL JORGE SALOMÃO  3807 - PORTAL DAS ARARAS  TRÊS LAGOAS - MS  79644-900  BRASIL,Três Lagoas,,MS,BR,79644-900,-20.7579203,-51.6952104,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS MILLENNIUM SHOPPING,Cinépolis Millennium Shopping,ChIJQ9JfdKAbbJIRsIqY3v-OY0Q,AV. DJALMA BATISTA  1661  PISO G3  LOJA 02 - CHAPADA  MANAUS - AM  69050-010  BRASIL,Manaus,,AM,BR,69050-010,-3.1015288,-60.0251491,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX GRANDE RIO,Kinoplex Grande Rio,ChIJQazLj_pkmQARTXk7IDbzm-E,R. MARIA SOARES SENDAS  111 - CENTRO  SÃO JOÃO DE MERITI - RJ  25575-825  BRASIL,São João de Meriti,,RJ,BR,25575-825,-22.798839,-43.3515204,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX ITAIM,Kinoplex Itaim,ChIJQfmIll5XzpQRhwD3MNmWq40,R. JOAQUIM FLORIANO  462 - LOJA 29 - ITAIM BIBI  SÃO PAULO - SP  04534-002  BRASIL,São Paulo,,SP,BR,04534-002,-23.5843727,-46.6752334,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS PATTEO OLINDA,Cinépolis Patteo Olinda,ChIJQwtrfkc9qwcRmVp70hyst3M,R. EDUARDO DE MORAIS  S/N - CASA CAIADA  OLINDA - PE  53130-150  BRASIL,Olinda,,PE,BR,53130-150,-7.99357,-34.84041,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS PARQUE BELÉM,Cinépolis Parque Belém,ChIJQxuC19dhpJIRXmqWtfO_UgE,PARQUE SHOPPING BELÉM  AV. AUGUSTO MONTENEGRO  4300 - 2026 - PARQUE VERDE  BELÉM - PA  66635-110  BRASIL,Belém,,PA,BR,66635-110,-1.3704983,-48.4463079,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS,Cinépolis,ChIJR2g48dCznZMRSiAqIITfJho,AV. MIGUEL SUTIL  9300 - L66 - DUQUE DE CAXIAS  CUIABÁ - MT  78020-160  BRASIL,Cuiabá,,MT,BR,78020-160,-15.5901796,-56.120849,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS IGUATEMI ESPLANADA,Cinépolis Iguatemi Esplanada,ChIJRU9GnW-KxZQRRgdW_UiLVcc,AVENIDA GISELE CONSTANTINO ALAMEDA IGUATEMI ESPLANADA  1850 SHOP 300 - SOUTH WING - GROUND FLOOR - PARQUE BELA VISTA  SP  18110-902  BRASIL,Votorantim,,SP,BR,18110-902,-23.5355114,-47.4636835,"movie_theater,point_of_interest,establishment",,5,bigquery,
RIOMAR RECIFE: SHOPPING  CINEMA  RESTAURANTE  LOJAS EM RECIFE PE,Riomar Recife: Shopping Cinema Restaurante Lojas Em Recife Pe,ChIJRXxg7DsfqwcRTWwjGuZLtPk,AV. REPÚBLICA DO LÍBANO  251 - PINA  RECIFE - PE  51110-160  BRASIL,Recife,,PE,BR,51110-160,-8.086054,-34.8947486,"shopping_mall,point_of_interest,establishment",,5,bigquery,
BURITI SHOPPING RIO VERDE,Buriti Shopping Rio Verde,ChIJRfKmNWTcYZMREg8L1DxGvoE,BR-060  1044 - JARDIM CAMPESTRE  RIO VERDE - GO  75907-580  BRASIL,Rio Verde,,GO,BR,75907-580,-17.8185944,-50.9439396,"shopping_mall,movie_theater,point_of_interest,establishment",,5,bigquery,
SUMAÚMA PARK SHOPPING,Sumaúma Park Shopping,ChIJRfXasH8ZbJIRJGGpHJQXkmI,AV. NOEL NUTELS  1762 - CIDADE NOVA  MANAUS - AM  69095-000  BRASIL,Manaus,,AM,BR,69095-000,-3.0302757,-59.978123,"shopping_mall,movie_theater,clothing_store,home_goods_store,food,point_of_interest,store,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJSwQmD3JCFgcRwAT7pjCMyRA,RODOVIA BA-535  S/N PISO L2 INDUSTRIA VIA PARAFUSO  S/N - PONTO CERTO  CAMAÇARI - BA  42800-970  BRASIL,Camaçari,,BA,BR,42800-970,-12.7114129,-38.3055044,Entertainment,,5,bigquery,
KINOPLEX PARQUE DA CIDADE,Kinoplex Parque Da Cidade,ChIJSx18-WVRzpQRg5MzAASC5yw,AV. DAS NAÇÕES UNIDAS  14401 - LOJA 301 - CHÁCARA SANTO ANTÔNIO  ZONA SUL   SÃO PAULO - SP  04794-000  BRASIL,São Paulo,,SP,BR,04794-000,-23.6258479,-46.7058781,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJT-fRKam4uZQRhnrXMgbMGKY,NOVO SHOPPING CENTER  AV. PRES. KENNEDY  1500 - RIBEIRÂNIA  SP  14096-901  BRASIL,Ribeirão Preto,,SP,BR,14096-901,-21.2068481,-47.7664238,Entertainment,,5,bigquery,
CINEMARK,Cinemark,ChIJT4Ekvat6GZURTAEjKY2XPgo,ÁREA DE CINEMAS - AV. GUILHERME SCHELL  6750 - CENTRO  CANOAS - RS  92310-001  BRASIL,Canoas,,RS,BR,92310-001,-29.910751,-51.1834743,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS PLAZA AVENIDA,Cinépolis Plaza Avenida,ChIJT9EnfZiyvZQRiKc8ZLsXdaI,PLAZA AVENIDA SHOPPING  AV. JOSÉ MUNIA  4775 - 3216-6606 - JARDIM REDENTOR  SÃO JOSÉ DO RIO PRETO - SP  15085-350  BRASIL,São José do Rio Preto,,SP,BR,15085-350,-20.82802,-49.3861579,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEFLIX SHOPPING PARK CITY SUMARÉ,Cineflix Shopping Park City Sumaré,ChIJU5i0x1G9yJQRbE2MHiIDe44,AV. REBOUÇAS  3400 - JARDIM PAULISTA  SUMARÉ - SP  13170-023  BRASIL,Sumaré,,SP,BR,13170-023,-22.8305694,-47.2661611,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS IGUATEMI SÃO JOSE DO RIO PRETO,Cinépolis Iguatemi São Jose Do Rio Preto,ChIJUSRjuFKyvZQRG2AoJg1fPkA,AV. PRES. JUSCELINO K. DE OLIVEIRA  5000 - RES. ECO VILLAGE I  SÃO JOSÉ DO RIO PRETO - SP  15093-270  BRASIL,São José do Rio Preto,,SP,BR,15093-270,-20.8669115,-49.4148858,"movie_theater,point_of_interest,establishment",,5,bigquery,
GNC CINEMAS,Gnc Cinemas,ChIJUZptpp53GZUR2Xrr1bBzAxU,AV. JOÃO WALLIG  1800 - PASSO D'AREIA  PORTO ALEGRE - RS  91340-000  BRASIL,Porto Alegre,,RS,BR,91340-000,-30.0247222,-51.1619444,"movie_theater,point_of_interest,establishment",,5,bigquery,
KINOPLEX,Kinoplex,ChIJVQK2iKhnmQAR-C0sl-q_kiU,AV. GOV. ROBERTO SILVEIRA  554 - CENTRO  NOVA IGUAÇU - RJ  26210-224  BRASIL,Nova Iguaçu,,RJ,BR,26210-224,-22.7536345,-43.4546044,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINESYSTEM CINEMAS,Cinesystem Cinemas,ChIJVQO39OzfmwARpQfbaTYOoOI,R. FONSECA  240 - BANGU  RIO DE JANEIRO - RJ  21820-005  BRASIL,Rio de Janeiro,,RJ,BR,21820-005,-22.8789611,-43.4667052,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS TRÊS LAGOAS,Cinépolis Três Lagoas,ChIJVRlQrOCZkJQRLePYTD1Ecf4,RODOVIA BR-158 163 KM 01 SHOPPING TRÊS LAGOAS  LOJA ANCORA  L025 - JARDIM SANTA LOUDERS  TRÊS LAGOAS - MS  BRASIL,Três Lagoas,,MS,BR,,-20.7572788,-51.6957613,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEART ITAÚPOWER SHOPPING,Cineart Itaúpower Shopping,ChIJVSYnc-OVpgARJWdv1zore1A,F2  AV. GENERAL DAVID SARNOFF  5160 - 2º ANDAR - CIDADE INDUSTRIAL  CONTAGEM - MG  32210-110  BRASIL,Contagem,,MG,BR,32210-110,-19.946444,-44.0209297,"movie_theater,point_of_interest,establishment",,5,bigquery,
UCI KINOPLEX NORTE SHOPPING,Uci Kinoplex Norte Shopping,ChIJVVVVpVN8mQAR2fqp7JpyPCU,AV. DOM HÉLDER CÂMARA  5474 - 1º PISO - CACHAMBI  RIO DE JANEIRO - RJ  20771-004  BRASIL,Rio de Janeiro,,RJ,BR,20771-004,-22.8866614,-43.2817346,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINÉPOLIS SHOPPING CERRADO,Cinépolis Shopping Cerrado,ChIJVZRCu0D0XpMRYgeWI-LdBsE,PISO 2 SHOPPING CERRADO  AV. ANHANGUERA  10790 - AEROVIARIO  GOIÂNIA - GO  74435-300  BRASIL,Goiânia,,GO,BR,74435-300,-16.6665931,-49.3085913,"movie_theater,point_of_interest,establishment",,5,bigquery,
SALADEARTE CINE PASEO,Saladearte Cine Paseo,ChIJW2PrOUQbFgcRZ1vpNGWO9eU,RUA RUBENS GUELLI  135 - PITUBA  SALVADOR - BA  41815-135  BRASIL,Salvador,,BA,BR,41815-135,-12.9954331,-38.471118,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINE UNIMED,Cine Unimed,ChIJW4Vxa8tCuQARPCHMMe9WWkk,AV. FRANCISCO LACERDA DE AGUIAR  382 - PARAÍSO  CACHOEIRO DE ITAPEMIRIM - ES  29304-048  BRASIL,Cachoeiro de Itapemirim,,ES,BR,29304-048,-20.858265,-41.120815,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINESYSTEM CINEMAS,Cinesystem Cinemas,ChIJWaKG9On4iJIRfmUF2ovhvS8,AV. ENG. FERNANDO GUILHON  S/N - SANTARENZINHO  SANTARÉM - PA  68035-000  BRASIL,Santarém,,PA,BR,68035-000,-2.4479887,-54.7573649,"movie_theater,point_of_interest,establishment",,5,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJWbVntXxD65QRwVhVp4AsCzE,AV. THEODORO VICTORELLI  150 - INTERLAGOS  LONDRINA - PR  86027-750  BRASIL,Londrina,,PR,BR,86027-750,-23.3123633,-51.1482225,Entertainment,,5,bigquery,
SHOPPING DEL PASEO: CINEMA  RESTAURANTES  LOJAS  SUPERMERCADO  FORTALEZA CE,Shopping Del Paseo: Cinema Restaurantes Lojas Supermercado Fortaleza Ce,ChIJWySRGIhIxwcRJgnyI__DCcQ,AV. SANTOS DUMONT  3131 - ALDEOTA  FORTALEZA - CE  60150-165  BRASIL,Fortaleza,,CE,BR,60150-165,-3.736223,-38.49676,"shopping_mall,bank,movie_theater,finance,grocery_or_supermarket,clothing_store,food,point_of_interest,store,establishment",,5,bigquery,
